ID;Trvanie;Deadline;Profit
Task1;60;06/09/2025 21:15;508
Task2;180;01/09/2025 06:00;892
Task3;240;01/09/2025 15:15;325
Task4;30;07/09/2025 02:00;358
Task5;300;06/09/2025 02:45;479
Task6;90;05/09/2025 15:30;292
Task7;60;07/09/2025 17:00;454
Task8;240;02/09/2025 11:15;266
Task9;240;01/09/2025 01:45;273
Task10;120;05/09/2025 19:00;438
Task11;90;01/09/2025 18:30;283
Task12;240;01/09/2025 10:30;787
Task13;240;05/09/2025 04:45;858
Task14;120;01/09/2025 20:00;561
Task15;30;01/09/2025 20:30;837
Task16;120;05/09/2025 21:00;309
Task17;120;01/09/2025 02:30;551
Task18;60;02/09/2025 21:00;424
Task19;90;04/09/2025 07:00;759
Task20;30;04/09/2025 16:15;412
Task21;180;06/09/2025 07:45;366
Task22;120;04/09/2025 09:45;389
Task23;45;04/09/2025 21:30;195
Task24;120;04/09/2025 15:00;708
Task25;60;06/09/2025 18:45;262
Task26;180;05/09/2025 15:30;656
Task27;180;02/09/2025 23:15;537
Task28;120;01/09/2025 09:15;250
Task29;45;01/09/2025 17:30;449
Task30;60;01/09/2025 14:15;485
Task31;45;05/09/2025 14:00;206
Task32;120;04/09/2025 05:30;510
Task33;180;06/09/2025 15:15;580
Task34;90;07/09/2025 17:15;511
Task35;30;07/09/2025 22:15;179
Task36;60;03/09/2025 07:00;346
Task37;90;01/09/2025 09:15;857
Task38;90;02/09/2025 09:00;724
Task39;45;04/09/2025 07:15;728
Task40;45;07/09/2025 15:45;204
Task41;120;06/09/2025 14:45;638
Task42;120;02/09/2025 20:00;633
Task43;240;01/09/2025 01:00;613
Task44;90;05/09/2025 10:45;867
Task45;45;05/09/2025 14:45;126
Task46;180;06/09/2025 15:15;752
Task47;120;07/09/2025 09:00;501
Task48;60;07/09/2025 08:45;900
Task49;120;06/09/2025 09:00;801
Task50;90;01/09/2025 14:15;730
